input1	input2	input3	label
z	h	zjtgqh	hjtgqz
c	k	fgsrcmhnk	fgsrkmhnc
j	x	hqgxvjcm	hqgjvxcm
k	s	jscqmwkxpfnb	jkcqmwsxpfnb
p	q	ghqpm	ghpqm
h	t	trhc	hrtc
d	b	qmdxkbr	qmbxkdr
k	s	vkwjs	vswjk
n	z	zqjxpdgnsw	nqjxpdgzsw
f	z	fzvcswq	zfvcswq
g	v	xgbswvnd	xvbswgnd
k	g	gck	kcg
m	x	pzrnwsxbmk	pzrnwsmbxk
j	z	jwdkzrpnh	zwdkjrpnh
t	j	jkrmtqwn	tkrmjqwn
p	h	zhknxcqpstv	zpknxcqhstv
q	f	gtqrbvdhfswxl	gtfrbvdhqswxl
b	v	sfvlwb	sfblwv
s	k	sdxbvk	kdxbvs
b	t	bqt	tqb
f	j	gqfj	gqjf
q	h	bqsxndpchvtwrlf	bhsxndpcqvtwrlf
z	v	wrtmvhqlz	wrtmzhqlv
g	m	wdlcfmgkx	wdlcfgmkx
b	q	pbqctwm	pqbctwm
c	p	gdcsvrhpfmzn	gdpsvrhcfmzn
v	d	zrwhvkjxbnfsd	zrwhdkjxbnfsv
w	d	fzsnpxgqwtdlvh	fzsnpxgqdtwlvh
x	p	cwfdtpx	cwfdtxp
b	h	zjshqb	zjsbqh
t	s	xfqwrjkmsltz	xfqwrjkmtlsz
k	m	kfpmw	mfpkw
c	n	qhvdnxkc	qhvdcxkn
x	g	kngjpx	knxjpg
s	m	wdmcgsxqzt	wdscgmxqzt
t	v	tsvxfz	vstxfz
r	h	bhqr	brqh
d	s	sltdb	dltsb
t	c	tnpvrcw	cnpvrtw
n	q	hscgnqw	hscgqnw
l	x	scxlq	sclxq
f	v	tbvf	tbfv
f	r	hqnsfr	hqnsrf
t	g	xtgqcvlhf	xgtqcvlhf
z	g	tsvgzh	tsvzgh
m	n	smljhn	snljhm
j	z	bznjc	bjnzc
z	t	wgzjphtv	wgtjphzv
c	f	lcnvhxfs	lfnvhxcs
x	l	rzqltxb	rzqxtlb
t	n	czjtdsmnp	czjndsmtp
n	g	nglsdc	gnlsdc
x	g	bgfcmqdxk	bxfcmqdgk
g	w	wpdtng	gpdtnw
t	q	jgltqwbxk	jglqtwbxk
t	l	zvplkbt	zvptkbl
j	c	cnj	jnc
c	m	kbtplsmcdwqz	kbtplscmdwqz
n	r	zknr	zkrn
q	j	cwbvzgqlj	cwbvzgjlq
k	z	kmlrzgq	zmlrkgq
w	x	mcpgrwzx	mcpgrxzw
k	z	qvlkzr	qvlzkr
j	d	dmj	jmd
g	t	mtngs	mgnts
k	m	mqsrxhgzknc	kqsrxhgzmnc
j	w	jrfkw	wrfkj
v	p	stxphkvgwm	stxvhkpgwm
c	d	xbdptlvc	xbcptlvd
m	j	pjgkxqm	pmgkxqj
n	w	bfvmwcn	bfvmncw
x	h	ghxm	gxhm
j	g	tksgnlj	tksjnlg
p	x	pgxsrn	xgpsrn
s	k	klcs	slck
m	x	ztmhgxplkdb	ztxhgmplkdb
c	t	qhszcwpmlxtr	qhsztwpmlxcr
q	s	rmpsbqdhfj	rmpqbsdhfj
h	v	trmkvzqh	trmkhzqv
t	v	lpxdctgvrh	lpxdcvgtrh
m	r	ndcmtr	ndcrtm
m	g	nvbmdgrz	nvbgdmrz
j	l	lbgj	jbgl
x	j	xbgjprd	jbgxprd
c	r	clrg	rlcg
x	m	rpgbxfm	rpgbmfx
c	d	rcsmwgdklft	rdsmwgcklft
t	p	pxcwtgj	txcwpgj
q	g	vhfqg	vhfgq
q	m	fwmrq	fwqrm
k	c	vrkczjtd	vrckzjtd
c	m	rckxbwtzm	rmkxbwtzc
w	v	mvwks	mwvks
r	t	qwsrtmlz	qwstrmlz
p	n	txdcgpnmvrl	txdcgnpmvrl
s	q	pjvhfqzrs	pjvhfszrq
b	r	vhzxjsbr	vhzxjsrb
l	m	mzvhlw	lzvhmw
v	f	cdmnjxwftpvqslk	cdmnjxwvtpfqslk
h	k	cqkh	cqhk
b	s	sbkrct	bskrct
g	w	jwzvrmcgsnk	jgzvrmcwsnk
r	d	dpxjnrm	rpxjndm
s	w	swf	wsf
w	c	cvw	wvc
s	v	pvzdgjs	pszdgjv
d	b	rbdnf	rdbnf
h	m	dtmnhvf	dthnmvf
s	j	tphjzsgwbd	tphszjgwbd
w	q	lrmbjxhkgwtvqf	lrmbjxhkgqtvwf
h	s	kshrz	khsrz
f	v	jcqvfmwh	jcqfvmwh
p	b	pbwvqt	bpwvqt
m	r	mjsrc	rjsmc
p	h	wxph	wxhp
w	h	jqlwphsv	jqlhpwsv
v	f	nfjmqbklvdht	nvjmqbklfdht
k	q	wrtvgnqkxsm	wrtvgnkqxsm
j	h	jhzspmgc	hjzspmgc
g	b	pbwg	pgwb
k	b	bkfxwn	kbfxwn
r	v	srwfzv	svwfzr
b	c	bckfs	cbkfs
q	l	smlgjcnqp	smqgjcnlp
m	k	hmfk	hkfm
v	p	rpwv	rvwp
l	d	dcjlftqv	lcjdftqv
k	z	zjfcktb	kjfcztb
d	f	vnfwdsmxgh	vndwfsmxgh
c	b	kcbrdvm	kbcrdvm
g	k	rgbwlkvh	rkbwlgvh
b	c	bzdnfpc	czdnfpb
w	k	cfkxmtnhjw	cfwxmtnhjk
g	k	skcdg	sgcdk
m	q	wfmqvt	wfqmvt
g	m	gtqvmp	mtqvgp
b	d	mbnsd	mdnsb
g	w	skgfdqzjnwlxv	skwfdqzjnglxv
f	w	wfqk	fwqk
c	l	clsnh	lcsnh
g	v	fwrvqg	fwrgqv
t	k	pnvhtk	pnvhkt
p	g	gkspvt	pksgvt
b	r	vxfrhzbwcm	vxfbhzrwcm
z	b	fgjtnclqbxz	fgjtnclqzxb
v	f	crvflq	crfvlq
q	w	bmwqfj	bmqwfj
m	v	lxcmvtd	lxcvmtd
h	s	zwhsklmx	zwshklmx
t	p	whdmcrtlgpv	whdmcrplgtv
m	k	hgsvdmk	hgsvdkm
w	v	mwvzldfs	mvwzldfs
j	k	rjvzsk	rkvzsj
h	n	vclhng	vclnhg
p	h	rgpnskhc	rghnskpc
r	d	gbfrdh	gbfdrh
d	x	jxdrwk	jdxrwk
k	r	rxznpckm	kxznpcrm
s	k	mfwzxsk	mfwzxks
g	s	hdpzcrlmsg	hdpzcrlmgs
r	j	ljmfrn	lrmfjn
z	n	swnzm	swznm
m	n	fpmnk	fpnmk
z	j	zsdwcjkhqgpl	jsdwczkhqgpl
d	m	qrsmghtvd	qrsdghtvm
k	v	vzgkjqb	kzgvjqb
m	w	twmxs	tmwxs
b	d	pbvdx	pdvbx
k	m	wmvdzks	wkvdzms
w	m	wmkhj	mwkhj
v	s	skprghlfv	vkprghlfs
d	p	dhpv	phdv
b	c	cbjmfdsp	bcjmfdsp
c	w	bkxwmcqgrh	bkxcmwqgrh
c	n	jnvcwt	jcvnwt
b	w	bjdwxcrz	wjdbxcrz
s	g	zmgsfdnpkjl	zmsgfdnpkjl
b	p	dkgwbp	dkgwpb
c	q	lqbfc	lcbfq
j	l	glbdwnksj	gjbdwnksl
p	s	wpsc	wspc
m	b	cqpszvxnbm	cqpszvxnmb
f	b	zrhfbqdtv	zrhbfqdtv
w	s	wqjsm	sqjwm
t	j	jpzrstdk	tpzrsjdk
n	j	tjnmcf	tnjmcf
l	f	qfxjlrtvpmd	qlxjfrtvpmd
l	q	gsbfqjmvlzx	gsbfljmvqzx
x	c	nctkxjv	nxtkcjv
j	t	fhtdmj	fhjdmt
l	j	jdlvqpnb	ldjvqpnb
c	w	nxrvcw	nxrvwc
c	t	hktcg	hkctg
t	z	cmtjzx	cmzjtx
s	z	dbxpgzs	dbxpgsz
p	n	dmnvpfw	dmpvnfw
l	p	wlcnrfbp	wpcnrfbl
t	g	stpfxnjglmhk	sgpfxnjtlmhk
s	p	xspd	xpsd
q	j	tbmxrjqs	tbmxrqjs
t	s	vtjzlsgk	vsjzltgk
w	d	fwgdnstvj	fdgwnstvj
j	q	rjslqvw	rqsljvw
k	t	fsjcntwmkh	fsjcnkwmth
m	r	rpzxwm	mpzxwr
z	g	zqlxmcg	gqlxmcz
h	n	vsnthdj	vshtndj
f	l	pmqftxlgsjhnzv	pmqltxfgsjhnzv
q	k	zmtvqpk	zmtvkpq
d	x	qslzcxdpf	qslzcdxpf
t	m	xmgqtzb	xtgqmzb
g	q	gmql	qmgl
f	n	jwtnfrv	jwtfnrv
q	x	tsxldbfgrq	tsqldbfgrx
z	k	txmghkdz	txmghzdk
m	r	zmvkhtjrgs	zrvkhtjmgs
h	t	dhnltpmxbfr	dtnlhpmxbfr
h	v	hnjtvqrwf	vnjthqrwf
s	x	sqxlfc	xqslfc
f	s	vwhrmdfns	vwhrmdsnf
z	p	zlmpnq	plmznq
r	q	zrq	zqr
p	c	cmp	pmc
j	w	gdljnw	gdlwnj
c	v	cbvpkz	vbcpkz
d	t	hvtdgqnwzrx	hvdtgqnwzrx
q	x	qbvsxz	xbvsqz
g	z	jfgmqz	jfzmqg
j	v	pbjv	pbvj
r	n	pfbrglnjw	pfbnglrjw
s	b	bqs	sqb
g	v	vgz	gvz
p	m	rhlpqdmnj	rhlmqdpnj
w	k	vkqfzw	vwqfzk
r	k	qrpjxmslzkw	qkpjxmslzrw
w	t	tws	wts
g	f	lgkbxf	lfkbxg
l	x	lcqx	xcql
r	j	cwrjfxqsd	cwjrfxqsd
z	b	bjzxcg	zjbxcg
l	m	lmvjqshp	mlvjqshp
q	g	whcgmq	whcqmg
r	h	chrz	crhz
v	x	nbfhtrzxjkv	nbfhtrzvjkx
x	n	fdgnbxm	fdgxbnm
m	k	lprntmkvcw	lprntkmvcw
f	h	skmbtrcvdjnfh	skmbtrcvdjnhf
n	x	jfhtmlnx	jfhtmlxn
x	b	hwfbqzksxrv	hwfxqzksbrv
z	w	fctqskxwz	fctqskxzw
q	k	qfk	kfq
b	q	qklgpb	bklgpq
d	b	hnvblwzfdj	hnvdlwzfbj
n	k	klfrbnqz	nlfrbkqz
b	n	slghfnkjb	slghfbkjn
w	q	xqbmw	xwbmq
s	r	mgrs	mgsr
z	h	zhjl	hzjl
v	s	pwxbzvsgjd	pwxbzsvgjd
v	f	mldqjcnrpbvhfx	mldqjcnrpbfhvx
c	b	vgljmdzbwsxrkc	vgljmdzcwsxrkb
c	t	hfdjwzmnvxcgkt	hfdjwzmnvxtgkc
q	p	wlvjcdqp	wlvjcdpq
s	v	bswnvcldq	bvwnscldq
d	j	xzsdlknbgmcj	xzsjlknbgmcd
w	p	ptmwr	wtmpr
b	q	qwmzjlbck	bwmzjlqck
q	f	hfnqkm	hqnfkm
k	n	nwxvlkqft	kwxvlnqft
p	m	mpjwhc	pmjwhc
r	l	knrjcvlgmdtq	knljcvrgmdtq
z	h	hrdznxw	zrdhnxw
z	m	rmbhzj	rzbhmj
t	v	cvth	ctvh
x	p	bpmxlnd	bxmplnd
l	b	blzhscp	lbzhscp
m	s	dhxlpqzms	dhxlpqzsm
n	s	hsn	hns
s	r	zhqtwsrj	zhqtwrsj
g	z	wzncgs	wgnczs
c	v	cvb	vcb
k	l	klbwvgr	lkbwvgr
d	q	pdq	pqd
m	d	prgqmkdx	prgqdkmx
h	f	tcfh	tchf
v	k	tqcgbhvklm	tqcgbhkvlm
p	v	prjvwhtsfk	vrjpwhtsfk
v	m	vfrdngmxcbzkhpl	mfrdngvxcbzkhpl
s	j	schxlqmtjn	jchxlqmtsn
c	p	ncjtp	npjtc
w	h	hlqwgdc	wlqhgdc
f	v	vtfg	ftvg
f	s	flcmsxqp	slcmfxqp
j	v	vqflxdjm	jqflxdvm
x	d	vjdxtgs	vjxdtgs
h	z	lfbctrshzj	lfbctrszhj
w	f	lrdxwftk	lrdxfwtk
d	l	lkndh	dknlh
n	g	pgnhkcqm	pnghkcqm
b	q	qrfhblzmdg	brfhqlzmdg
c	n	sjlnrzfqkcbvptdxwghm	sjlcrzfqknbvptdxwghm
g	q	qftg	gftq
j	q	hpjlnqmf	hpqlnjmf
r	h	nhtprjbsq	nrtphjbsq
z	d	dzm	zdm
j	b	bjsh	jbsh
g	m	bxvzlgmshc	bxvzlmgshc
s	j	gfjlsd	gfsljd
r	x	zbkdhrnxts	zbkdhxnrts
c	j	njbcwz	ncbjwz
r	w	pnxtlvbwcrz	pnxtlvbrcwz
j	m	njqlmkdrtc	nmqljkdrtc
g	z	tzfgrjl	tgfzrjl
r	h	hzbr	rzbh
v	z	jfxvwz	jfxzwv
c	q	cxqnkr	qxcnkr
s	r	bdspr	bdrps
q	k	cjqk	cjkq
f	w	lcwxfk	lcfxwk
t	g	mnqctjbg	mnqcgjbt
p	m	wsftrpmbg	wsftrmpbg
b	f	jvpfhb	jvpbhf
j	p	pjswn	jpswn
d	k	cbdklxjrw	cbkdlxjrw
k	s	kvhpnsrmx	svhpnkrmx
p	w	hwpbf	hpwbf
f	m	rsxgmdkvfw	rsxgfdkvmw
t	k	tlsjrwkmxz	klsjrwtmxz
z	b	bckzndstl	zckbndstl
j	q	qvwj	jvwq
w	q	qswjlgzcrkd	wsqjlgzcrkd
b	m	qrdbhgtm	qrdmhgtb
n	w	wpsnv	npswv
v	d	dnpv	vnpd
r	l	rbslx	lbsrx
j	g	jvmhzkwxtngpq	gvmhzkwxtnjpq
n	p	ntkpz	ptknz
s	h	tvfgsmnhb	tvfghmnsb
w	k	zrspcwlkb	zrspcklwb
q	p	prqdks	qrpdks
t	h	mpxhjrtnbv	mpxtjrhnbv
w	m	rjdvmtwlg	rjdvwtmlg
j	n	sblntqjhd	sbljtqnhd
k	v	hnxzvbwmqrkf	hnxzkbwmqrvf
h	r	hjkzr	rjkzh
r	q	qpwdrzjc	rpwdqzjc
q	d	ckvzqxbd	ckvzdxbq
m	n	wztncrmhdg	wztmcrnhdg
k	r	rfnstxbjpzwkg	kfnstxbjpzwrg
n	j	nrlfgbczjq	jrlfgbcznq
z	n	zmvndws	nmvzdws
l	n	nlvb	lnvb
w	h	wnbzrkgmhjd	hnbzrkgmwjd
x	n	tlxbnq	tlnbxq
m	t	mbjtclrz	tbjmclrz
v	k	lzwchvknbp	lzwchkvnbp
k	n	mxnvpqk	mxkvpqn
x	n	ntx	xtn
x	z	zhnvqx	xhnvqz
h	w	kbwh	kbhw
d	t	dptslbmg	tpdslbmg
d	z	czdkbxthwlj	cdzkbxthwlj
w	g	dgjwz	dwjgz
d	r	hmfjkbqltgrxzd	hmfjkbqltgdxzr
v	z	sxzvchjklfrq	sxvzchjklfrq
x	s	rsx	rxs
x	k	fxwkq	fkwxq
x	v	cgdkxhv	cgdkvhx
z	r	rzpjslc	zrpjslc
j	f	lshfj	lshjf
w	t	rsmtcjwnq	rsmwcjtnq
w	c	vcwgkbdp	vwcgkbdp
s	g	gqhkscpvrjw	sqhkgcpvrjw
b	w	dbw	dwb
g	f	gfr	fgr
z	q	rjzmqn	rjqmzn
w	m	tbwkmn	tbmkwn
w	l	wzljnsb	lzwjnsb
t	g	thgdn	ghtdn
t	s	hcjlsngvprkfdmbwtzxq	hcjltngvprkfdmbwszxq
d	s	fsxphldtk	fdxphlstk
s	b	sczb	bczs
h	f	hndvjfc	fndvjhc
l	f	mvjlbftnq	mvjfbltnq
j	m	wjfm	wmfj
d	j	tkjgd	tkdgj
n	b	ngbk	bgnk
n	x	xmngdhqct	nmxgdhqct
k	s	xhqsknwpzgf	xhqksnwpzgf
b	r	rsbvx	bsrvx
q	n	jscnqp	jscqnp
b	g	bdcxgv	gdcxbv
j	v	gskfjmrv	gskfvmrj
t	c	ftsnrckbd	fcsnrtkbd
j	c	vxwcjtm	vxwjctm
b	g	bhg	ghb
m	p	rfmhpx	rfphmx
l	m	dwlm	dwml
v	w	bmjzwgvpdhcr	bmjzvgwpdhcr
r	n	zfpnxrq	zfprxnq
r	x	bftjdpqxrc	bftjdpqrxc
x	n	psxnfj	psnxfj
k	m	hnwfkmvbdqj	hnwfmkvbdqj
h	c	dbhxcspzrtjlwmnkvf	dbcxhspzrtjlwmnkvf
g	n	gjmnrvltf	njmgrvltf
p	c	ncqwmjpdvb	npqwmjcdvb
n	d	lgdnh	lgndh
q	c	nlmqksdvchx	nlmcksdvqhx
p	b	bpngxds	pbngxds
n	f	zjrqnxfs	zjrqfxns
b	q	qmbcwtlhz	bmqcwtlhz
r	x	mvwzxtgnrqpd	mvwzrtgnxqpd
x	f	mwfxk	mwxfk
r	j	qncrj	qncjr
m	s	npmdgtfvwjksb	npsdgtfvwjkmb
f	q	qzkrjfhlp	fzkrjqhlp
d	j	djs	jds
z	b	xdbwlzj	xdzwlbj
m	v	wjmv	wjvm
k	j	dblmgjvtpk	dblmgkvtpj
b	v	trbwncv	trvwncb
s	n	mlsfvrn	mlnfvrs
f	t	qwflbsntcm	qwtlbsnfcm
k	d	kxdq	dxkq
n	f	vndmqzjcbsf	vfdmqzjcbsn
b	k	fpbsgck	fpksgcb
w	p	fpw	fwp
w	s	zngskrw	zngwkrs
t	h	htwsz	thwsz
d	f	dsqxvwf	fsqxvwd
j	p	xjpsnz	xpjsnz
z	n	zgn	ngz
l	z	tczrlvswh	tclrzvswh
c	m	mdcp	cdmp
z	k	nfkjbxpzdql	nfzjbxpkdql
b	j	wlcjb	wlcbj
b	d	dtbzc	btdzc
j	k	jrzmk	krzmj
j	b	gwrvkxjhbs	gwrvkxbhjs
s	x	dfnzjxcs	dfnzjscx
z	d	bxsdz	bxszd
n	l	nxblms	lxbnms
c	k	cklvmfbh	kclvmfbh
s	m	lmsx	lsmx
b	h	qrkjhgzwb	qrkjbgzwh
p	x	vgpx	vgxp
p	w	bpw	bwp
x	g	dsgcqx	dsxcqg
z	c	zcwlbp	czwlbp
f	t	qwftpkhjlm	qwtfpkhjlm
k	r	ngmrwkls	ngmkwrls
w	h	khqgmwlvj	kwqgmhlvj
m	n	npm	mpn
f	g	qgzfhtmds	qfzghtmds
v	b	bhtnfvjpg	vhtnfbjpg
w	v	lxmvsrhwtjd	lxmwsrhvtjd
h	r	qrchdp	qhcrdp
q	p	qfpl	pfql
q	n	ntqhdl	qtnhdl
x	g	xghsz	gxhsz
k	z	zmbgdpk	kmbgdpz
l	h	slzphqrf	shzplqrf
b	m	gzbqjm	gzmqjb
m	r	mrnsjzw	rmnsjzw
s	z	sczlrmfdq	zcslrmfdq
k	b	qzbcnskjpg	qzkcnsbjpg
x	m	mhxr	xhmr
w	n	zwsn	znsw
m	q	xdfqzcbsjmgv	xdfmzcbsjqgv
z	q	xhqzrtv	xhzqrtv
x	h	hpjvqxmgwz	xpjvqhmgwz
x	b	rnfbjmsgckwx	rnfxjmsgckwb
h	x	ztxshl	zthsxl
b	f	lhnwmgfxrtpksb	lhnwmgbxrtpksf
g	f	gcqdvwfnkm	fcqdvwgnkm
w	z	szqcwx	swqczx
m	k	mkqns	kmqns
d	h	fzmnwshdcvpgxr	fzmnwsdhcvpgxr
t	r	mprtkv	mptrkv
b	v	cqfhjvbgtxk	cqfhjbvgtxk
r	l	rclm	lcrm
g	k	bkthgpxcl	bgthkpxcl
g	z	rqtshwlxzfgp	rqtshwlxgfzp
p	m	lzmxvsphc	lzpxvsmhc
z	s	qtdfwcvkjnsrz	qtdfwcvkjnzrs
j	f	rlqpfjgn	rlqpjfgn
b	g	jhngb	jhnbg
h	x	vlnxdhkc	vlnhdxkc
r	x	xrdt	rxdt
s	p	sktp	pkts
m	w	jwtqmdv	jmtqwdv
t	w	rxhgldzjwt	rxhgldzjtw
c	n	cvnqlx	nvcqlx
x	h	lwshxc	lwsxhc
s	g	flgsw	flsgw
n	q	wcmdnfq	wcmdqfn
h	k	zhwkfj	zkwhfj
d	r	ljwndrps	ljwnrdps
b	h	fkgsmcdzrnhtb	fkgsmcdzrnbth
j	d	mwjdc	mwdjc
g	k	ghktc	khgtc
w	t	twfx	wtfx
x	w	qhjfdxtwg	qhjfdwtxg
m	l	mcltg	lcmtg
v	k	vfzbk	kfzbv
g	c	czkwgrxqjp	gzkwcrxqjp
k	g	kxlfgqdbwc	gxlfkqdbwc
t	m	gtlkwvmrjd	gmlkwvtrjd
b	q	bgqvrl	qgbvrl
s	c	czgrs	szgrc
v	j	jfdlbwvmgnhksz	vfdlbwjmgnhksz
p	l	lqpmdr	pqlmdr
b	v	svb	sbv
r	l	sgwxrhplt	sgwxlhprt
c	p	hfsclndtpb	hfsplndtcb
h	s	jmqzrdxwhs	jmqzrdxwsh
l	m	mlq	lmq
q	k	fjdgvqrskh	fjdgvkrsqh
d	x	mxchtgdf	mdchtgxf
w	l	vplbxwqztnm	vpwbxlqztnm
w	z	mcjtnglwz	mcjtnglzw
w	h	thwr	twhr
h	q	gvhq	gvqh
f	l	ljfz	fjlz
v	d	hdvbczk	hvdbczk
v	l	tvmkrdnlbph	tlmkrdnvbph
k	l	vfhzldk	vfhzkdl
x	w	hcxnjwf	hcwnjxf
q	p	zpqw	zqpw
w	p	wqgprmhn	pqgwrmhn
g	d	bzgdcsqk	bzdgcsqk
z	h	vhpkz	vzpkh
z	n	jnkcmrzd	jzkcmrnd
p	t	qrwsfptj	qrwsftpj
m	t	hnlkqmdjt	hnlkqtdjm
d	z	mbdkz	mbzkd
t	l	cxlftrwqgk	cxtflrwqgk
k	j	fwjklr	fwkjlr
k	q	ksxqfglnw	qsxkfglnw
q	h	cvdhqz	cvdqhz
c	b	gdzpcbwh	gdzpbcwh
n	v	mxnvf	mxvnf
n	l	dcln	dcnl
v	p	vphjdsrfcq	pvhjdsrfcq
c	g	rgnlcf	rcnlgf
q	v	vjrwzcnmtdfgqxb	qjrwzcnmtdfgvxb
g	r	rkg	gkr
x	k	vxk	vkx
t	w	wtscfkpxq	twscfkpxq
j	t	vjwrts	vtwrjs
g	n	gpwsmlrn	npwsmlrg
c	q	flwgcvsq	flwgqvsc
t	v	tvxgb	vtxgb
w	b	xtwvgmrjnb	xtbvgmrjnw
z	h	zjrqpshd	hjrqpszd
c	m	kwrcdgmlzhq	kwrmdgclzhq
p	m	tfspvmj	tfsmvpj
b	s	qbplns	qsplnb
w	r	bflqsrwv	bflqswrv
b	v	lfvb	lfbv
f	j	pqklfvjc	pqkljvfc
c	m	mlpsc	clpsm
p	m	xplhdmn	xmlhdpn
k	x	txkzgfnq	tkxzgfnq
l	r	xrjlfptnd	xljrfptnd
h	j	hktzpjv	jktzphv
x	d	bxwjqtvdc	bdwjqtvxc
m	v	vlpdmz	mlpdvz
c	d	nbcwpld	nbdwplc
c	p	mcrqgdfpzn	mprqgdfczn
k	t	ktgl	tkgl
z	n	vznf	vnzf
j	c	vzpthfjbnlc	vzpthfcbnlj
d	r	dprv	rpdv
s	r	skcjhtr	rkcjhts
z	n	rdtpnzms	rdtpznms
p	g	gpzfnlc	pgzfnlc
t	b	ftpb	fbpt
t	n	wtnbg	wntbg
k	z	fksrzc	fzsrkc
v	j	lvjm	ljvm
g	j	tcmhqsgjw	tcmhqsjgw
h	c	cnh	hnc
v	s	gsbvlwmk	gvbslwmk
d	l	fhqvldw	fhqvdlw
j	p	jrwp	prwj
n	v	hcvwzpktnl	hcnwzpktvl
w	d	pdwnbfsx	pwdnbfsx
l	n	ghnzls	ghlzns
n	v	vwrnx	nwrvx
c	g	hbzgpck	hbzcpgk
r	n	nrkd	rnkd
b	j	lmbwxvj	lmjwxvb
h	d	xnkbfdh	xnkbfhd
l	g	vzdlwgb	vzdgwlb
n	j	kbqgjn	kbqgnj
c	d	xdhslrc	xchslrd
n	s	hdrspnx	hdrnpsx
p	b	tpbnhvwsr	tbpnhvwsr
j	s	frjxs	frsxj
f	n	fnl	nfl
s	k	wsgmvkl	wkgmvsl
h	t	mqhstbwvzx	mqtshbwvzx
r	m	rbsltm	mbsltr
x	t	jhxgrbtk	jhtgrbxk
x	b	xbkl	bxkl
q	k	ktdqhr	qtdkhr
s	r	ngxrhqs	ngxshqr
f	d	trdfxkcs	trfdxkcs
q	v	fjvqcwk	fjqvcwk
f	d	kngcwbpdf	kngcwbpfd
s	j	zdcfpjmnsx	zdcfpsmnjx
q	v	vjsqb	qjsvb
z	s	kfbpsqmzvx	kfbpzqmsvx
s	f	nqtlhxbmgzsvfkdj	nqtlhxbmgzfvskdj
f	j	fdjrqsmlk	jdfrqsmlk
x	t	mfxhblgnt	mfthblgnx
x	l	zwmlkxpdqr	zwmxklpdqr
h	d	hrqvxd	drqvxh
c	w	wkvscjqnl	ckvswjqnl
t	r	jtzrwfshxl	jrztwfshxl
d	c	cxdz	dxcz
x	l	zslgmjwqtx	zsxgmjwqtl
t	s	bspqznkxwjdmgvlht	btpqznkxwjdmgvlhs
p	w	nclvwhstp	nclvphstw
p	k	xkp	xpk
t	g	pgtxqh	ptgxqh
m	k	kscwqmpz	mscwqkpz
d	v	pthgclvqxdbfksz	pthgcldqxvbfksz
g	s	stgd	gtsd
c	t	njkchtxrw	njkthcxrw
m	k	pmndvslk	pkndvslm
r	f	cftrb	crtfb
c	h	jvqtcxlh	jvqthxlc
q	g	qgmchnl	gqmchnl
n	d	flzjpcsxnd	flzjpcsxdn
g	l	mzbjrgcxsl	mzbjrlcxsg
m	j	bxjm	bxmj
d	l	clgbd	cdgbl
k	p	tqpkvcgrbzd	tqkpvcgrbzd
r	d	jskdnpfbxgr	jskrnpfbxgd
m	z	pvmz	pvzm
j	c	dgcjhrt	dgjchrt
d	v	vlcsdxb	dlcsvxb
s	m	brdwcms	brdwcsm
w	j	dwmfjq	djmfwq
z	d	czdqnm	cdzqnm
q	v	xwnfsvqj	xwnfsqvj
d	s	sqghnd	dqghns
x	p	bxpzhq	bpxzhq
n	s	bnqsxcwvrhdg	bsqnxcwvrhdg
t	v	vcpxfbrt	tcpxfbrv
z	l	tcnbzl	tcnblz
v	g	fvgwms	fgvwms
n	t	njzlmpcth	tjzlmpcnh
g	f	ngxdzlmthsf	nfxdzlmthsg
r	n	vnrcpj	vrncpj
m	n	nmxgtjh	mnxgtjh
b	w	zpbtwlkg	zpwtblkg
w	n	tfwsmn	tfnsmw
s	h	nfhslj	nfshlj
b	v	lphvrndb	lphbrndv
x	h	xsqhr	hsqxr
s	w	gpqmwsldb	gpqmswldb
d	j	lcnzwqdxjp	lcnzwqjxdp
z	v	bjnwzxmvt	bjnwvxmzt
l	b	bkgl	lkgb
f	b	mrqbndf	mrqfndb
d	m	xvmdtgl	xvdmtgl
l	b	xlhfrb	xbhfrl
q	z	fnqdgz	fnzdgq
g	z	vksxpdgz	vksxpdzg
w	g	drwgqsl	drgwqsl
s	d	hxldsqp	hxlsdqp
s	t	rsqwtv	rtqwsv
l	k	knvscl	lnvsck
b	q	bsgqvn	qsgbvn
x	r	tbmrlxk	tbmxlrk
f	g	prfwldgk	prgwldfk
z	q	zgsqdxcwf	qgszdxcwf
s	p	tpwgrqskj	tswgrqpkj
s	j	fmjvzgsbkt	fmsvzgjbkt
t	f	bgtsdf	bgfsdt
z	s	szv	zsv
n	p	tcdnkbjpw	tcdpkbjnw
g	s	gcnphkdjs	scnphkdjg
t	q	htq	hqt
f	g	sgwfkbh	sfwgkbh
z	d	gzd	gdz
v	l	ldkxnmgv	vdkxnmgl
z	h	slbxhzdj	slbxzhdj
g	z	lzjkhrg	lgjkhrz
g	r	grhqvn	rghqvn
v	s	svbjn	vsbjn
w	t	hbntvqlwd	hbnwvqltd
t	c	ntkrcv	nckrtv
w	d	tdwck	twdck
m	f	qmlfbc	qflmbc
z	c	rxzcflqg	rxczflqg
f	m	szkfqwdxlbnm	szkmqwdxlbnf
g	x	ghqx	xhqg
p	z	zltkpdqs	pltkzdqs
v	h	vbhj	hbvj
h	g	fhgk	fghk
k	x	vjxlkmh	vjklxmh
g	q	gvqxdmwrnb	qvgxdmwrnb
m	q	clzpmq	clzpqm
h	v	hzlv	vzlh
s	d	mtkspcd	mtkdpcs
v	p	vznp	pznv
